,From,To,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
9448,2,1,7,6,1717.93,90,6699.927,1400,2851.032766
9449,7,2,6,12,1561.76,75,6090.864,1925,1726.155789
9450,4,6,3,12,623.48,82,2431.572,1950,847.543125
9451,2,1,4,5,1717.93,88,6699.927,1400,2076.900448
9452,7,2,7,5,1561.76,95,6090.864,1925,3162.564
9453,2,1,5,3,1717.93,77,6699.927,1400,1676.534096
9454,7,2,6,1,1561.76,75,6090.864,1925,1901.273043
9455,1,3,5,6,2079.0,79,8108.1,1770,1878.614458
9456,4,6,3,12,623.48,79,2431.572,1950,608.9804651
9457,2,1,6,3,1717.93,84,6699.927,1400,1906.196301
9458,7,2,7,1,1561.76,96,6090.864,1925,2436.3456
9459,7,2,7,1,1561.76,92,6090.864,1925,2953.763478
9460,2,1,4,4,1717.93,85,6699.927,1400,1982.226923
9461,5,7,3,5,1363.71,75,5318.469,1850,1287.097079
9462,1,3,6,12,2079.0,78,8108.1,1770,2227.5
9463,7,2,3,6,1561.76,77,6090.864,1925,1521.194805
9464,7,2,7,1,1561.76,90,6090.864,1925,3123.52
9465,1,3,5,9,2079.0,78,8108.1,1770,2583.9
9466,1,3,2,6,2079.0,79,8108.1,1770,2513.41791
9467,2,1,6,1,1717.93,81,6699.927,1400,2140.805077
9468,1,3,1,3,2079.0,99,8108.1,1770,3932.021739
9469,1,3,7,5,2079.0,92,8108.1,1770,3638.25
9470,2,1,6,3,1717.93,82,6699.927,1400,1546.137
9471,2,1,3,9,1717.93,76,6699.927,1400,1840.639286
9472,7,2,7,1,1561.76,93,6090.864,1925,3088.025455
9473,1,3,2,5,2079.0,77,8108.1,1770,1813.081395
9474,1,3,5,6,2079.0,80,8108.1,1770,2598.75
9475,4,6,5,6,623.48,81,2431.572,1950,623.48
9476,5,7,1,3,1363.71,91,5318.469,1850,2170.803673
9477,1,3,5,6,2079.0,76,8108.1,1770,2051.644737
9478,7,2,4,6,1561.76,86,6090.864,1925,1490.770909
9479,2,1,5,1,1717.93,88,6699.927,1400,2105.069155
9480,1,3,6,9,2079.0,86,8108.1,1770,2923.59375
9481,2,1,4,6,1717.93,88,6699.927,1400,1505.601573
9482,7,2,6,9,1561.76,81,6090.864,1925,1368.733483
9483,1,3,4,3,2079.0,77,8108.1,1770,2444.22973
9484,1,3,5,3,2079.0,75,8108.1,1770,2556.147541
9485,4,6,3,5,623.48,78,2431.572,1950,719.4
9486,7,2,7,5,1561.76,93,6090.864,1925,3159.84
9487,7,2,4,6,1561.76,87,6090.864,1925,1686.7008
9488,2,1,5,3,1717.93,81,6699.927,1400,2091.393043
9489,2,1,6,12,1717.93,75,6699.927,1400,2240.778261
9490,7,2,3,5,1561.76,75,6090.864,1925,1646.179459
9491,1,3,2,3,2079.0,87,8108.1,1770,2411.64
9492,7,2,5,12,1561.76,75,6090.864,1925,1541.210526
9493,5,7,1,3,1363.71,100,5318.469,1850,2789.406818
9494,1,3,2,5,2079.0,83,8108.1,1770,2368.481013
9495,2,1,6,12,1717.93,87,6699.927,1400,1966.577763
9496,1,3,1,3,2079.0,96,8108.1,1770,4206.348837
9497,1,3,5,6,2079.0,86,8108.1,1770,2002.0
9498,1,3,5,6,2079.0,87,8108.1,1770,2215.776316
9499,7,2,3,5,1561.76,85,6090.864,1925,1405.584
9500,7,2,4,5,1561.76,75,6090.864,1925,1722.529412
9501,4,6,6,6,623.48,76,2431.572,1950,637.65
9502,2,1,6,5,1717.93,75,6699.927,1400,1932.67125
9503,2,1,1,4,1717.93,93,6699.927,1400,3249.128478
9504,7,2,7,5,1561.76,99,6090.864,1925,2691.54383
9505,1,3,5,6,2079.0,79,8108.1,1770,2816.709677
9506,4,6,2,3,623.48,76,2431.572,1950,759.0191304
9507,1,3,7,6,2079.0,92,8108.1,1770,4455.0
9508,2,1,3,5,1717.93,88,6699.927,1400,2410.64371
9509,1,3,5,9,2079.0,86,8108.1,1770,2826.140625
9510,2,1,5,6,1717.93,90,6699.927,1400,1498.194767
9511,4,6,3,12,623.48,84,2431.572,1950,662.9407595
9512,2,1,2,5,1717.93,81,6699.927,1400,1637.086235
9513,4,6,2,3,623.48,77,2431.572,1950,556.6785714
9514,4,6,1,1,623.48,90,2431.572,1950,1122.264
9515,2,1,5,3,1717.93,86,6699.927,1400,2078.141129
9516,1,3,6,9,2079.0,79,8108.1,1770,2191.378378
9517,7,2,4,5,1561.76,88,6090.864,1925,1818.168358
9518,2,1,6,12,1717.93,80,6699.927,1400,2013.199219
9519,1,3,2,6,2079.0,84,8108.1,1770,2104.9875
9520,7,2,1,3,1561.76,91,6090.864,1925,3055.617391
9521,1,3,6,12,2079.0,76,8108.1,1770,2702.7
9522,7,2,3,3,1561.76,87,6090.864,1925,1544.012727
9523,7,2,6,1,1561.76,82,6090.864,1925,2342.64
9524,1,3,5,6,2079.0,77,8108.1,1770,2306.835616
9525,1,3,6,9,2079.0,86,8108.1,1770,2133.710526
9526,7,2,7,5,1561.76,91,6090.864,1925,2662.090909
9527,7,2,6,5,1561.76,87,6090.864,1925,1860.331765
9528,1,3,3,9,2079.0,78,8108.1,1770,2002.0
9529,2,1,5,3,1717.93,87,6699.927,1400,2365.674098
9530,1,3,5,9,2079.0,81,8108.1,1770,1856.25
9531,1,3,7,5,2079.0,99,8108.1,1770,3492.72
9532,7,2,5,6,1561.76,87,6090.864,1925,2129.672727
9533,7,2,1,3,1561.76,99,6090.864,1925,2662.090909
9534,1,3,6,5,2079.0,87,8108.1,1770,2359.945946
9535,7,2,7,4,1561.76,90,6090.864,1925,2772.920816
9536,2,1,4,5,1717.93,76,6699.927,1400,1840.639286
9537,1,3,4,5,2079.0,88,8108.1,1770,1792.241379
9538,7,2,5,9,1561.76,87,6090.864,1925,1836.123243
9539,1,3,3,5,2079.0,83,8108.1,1770,2187.0
9540,1,3,6,1,2079.0,78,8108.1,1770,2210.582278
9541,1,3,4,3,2079.0,86,8108.1,1770,2494.8
9542,1,3,5,6,2079.0,81,8108.1,1770,2133.710526
9543,1,3,7,4,2079.0,95,8108.1,1770,4158.0
9544,1,3,3,5,2079.0,87,8108.1,1770,2686.707692
9545,1,3,6,9,2079.0,85,8108.1,1770,2436.328125
9546,2,1,5,1,1717.93,80,6699.927,1400,2004.251667
9547,1,3,2,6,2079.0,84,8108.1,1770,2816.709677
9548,4,6,6,12,623.48,78,2431.572,1950,701.415
9549,2,1,3,9,1717.93,85,6699.927,1400,1595.220714
9550,7,2,7,1,1561.76,92,6090.864,1925,2707.050667
9551,1,3,4,3,2079.0,90,8108.1,1770,2658.393443
9552,2,1,1,3,1717.93,98,6699.927,1400,2977.745333
9553,7,2,6,1,1561.76,86,6090.864,1925,1561.76
9554,1,3,5,3,2079.0,84,8108.1,1770,2107.094595
9555,1,3,4,3,2079.0,86,8108.1,1770,3014.55
9556,2,1,6,3,1717.93,79,6699.927,1400,1845.184074
9557,1,3,2,6,2079.0,82,8108.1,1770,2205.768293
9558,2,1,4,3,1717.93,81,6699.927,1400,1982.226923
9559,1,3,7,6,2079.0,100,8108.1,1770,3691.285714
9560,2,1,6,3,1717.93,81,6699.927,1400,2046.357794
9561,2,1,6,1,1717.93,84,6699.927,1400,1480.974138
9562,1,3,5,6,2079.0,85,8108.1,1770,2533.78125
9563,5,7,4,3,1363.71,81,5318.469,1850,1311.259615
9564,1,3,5,9,2079.0,79,8108.1,1770,2711.73913
9565,7,2,6,1,1561.76,76,6090.864,1925,1501.692308
9566,1,3,5,6,2079.0,86,8108.1,1770,2268.0
9567,1,3,5,6,2079.0,84,8108.1,1770,2835.0
9568,7,2,7,1,1561.76,94,6090.864,1925,2486.066939
9569,2,1,5,1,1717.93,83,6699.927,1400,1610.559375
9570,7,2,7,1,1561.76,100,6090.864,1925,2342.64
9571,4,6,6,6,623.48,87,2431.572,1950,601.2128571
9572,1,3,2,5,2079.0,84,8108.1,1770,2461.973684
9573,7,2,6,9,1561.76,76,6090.864,1925,1411.228916
9574,2,1,2,6,1717.93,76,6699.927,1400,1679.324831
9575,7,2,4,5,1561.76,80,6090.864,1925,1681.895385
9576,1,3,3,9,2079.0,78,8108.1,1770,2513.41791
9577,5,7,2,6,1363.71,82,5318.469,1850,1483.034625
9578,1,3,6,12,2079.0,78,8108.1,1770,2563.150685
9579,7,2,6,12,1561.76,88,6090.864,1925,1457.642667
9580,7,2,6,5,1561.76,86,6090.864,1925,1421.377079
9581,1,3,2,6,2079.0,89,8108.1,1770,2716.112903
9582,1,3,7,5,2079.0,100,8108.1,1770,4019.4
9583,7,2,6,12,1561.76,88,6090.864,1925,1677.445926
9584,2,1,3,12,1717.93,83,6699.927,1400,2093.727188
9585,2,1,2,4,1717.93,87,6699.927,1400,1797.833721
9586,1,3,2,6,2079.0,80,8108.1,1770,2371.816901
9587,2,1,4,5,1717.93,85,6699.927,1400,1810.791081
9588,1,3,6,12,2079.0,87,8108.1,1770,2673.0
9589,1,3,5,6,2079.0,87,8108.1,1770,2293.014706
9590,7,2,6,1,1561.76,85,6090.864,1925,1542.714146
9591,2,1,5,12,1717.93,83,6699.927,1400,1696.184051
9592,1,3,3,9,2079.0,83,8108.1,1770,2135.958904
9593,7,2,1,4,1561.76,94,6090.864,1925,3428.253659
9594,2,1,3,12,1717.93,76,6699.927,1400,2254.783125
9595,4,6,3,3,623.48,75,2431.572,1950,763.9825352
9596,2,1,3,6,1717.93,87,6699.927,1400,2004.251667
9597,2,1,5,9,1717.93,75,6699.927,1400,2244.392419
9598,7,2,6,1,1561.76,82,6090.864,1925,1913.705915
9599,7,2,5,9,1561.76,81,6090.864,1925,1524.127229
9600,1,3,5,6,2079.0,78,8108.1,1770,2362.5
9601,4,6,3,6,623.48,85,2431.572,1950,731.9113043
9602,1,3,2,5,2079.0,77,8108.1,1770,2494.8
9603,2,1,6,12,1717.93,79,6699.927,1400,1505.601573
9604,1,3,4,3,2079.0,83,8108.1,1770,2826.140625
9605,1,3,5,6,2079.0,89,8108.1,1770,1878.614458
9606,1,3,5,3,2079.0,88,8108.1,1770,2711.73913
9607,1,3,6,12,2079.0,87,8108.1,1770,2306.835616
9608,1,3,7,5,2079.0,91,8108.1,1770,4209.975
9609,1,3,4,5,2079.0,85,8108.1,1770,2268.0
9610,1,3,1,3,2079.0,90,8108.1,1770,3898.125
9611,1,3,3,5,2079.0,86,8108.1,1770,2965.131148
9612,5,7,6,9,1363.71,76,5318.469,1850,1297.187561
9613,7,2,4,6,1561.76,83,6090.864,1925,1765.467826
9614,2,1,3,9,1717.93,75,6699.927,1400,1546.137
9615,7,2,7,1,1561.76,90,6090.864,1925,2581.684898
9616,1,3,1,1,2079.0,94,8108.1,1770,3564.0
9617,2,1,5,6,1717.93,87,6699.927,1400,1696.979634
9618,2,1,6,3,1717.93,85,6699.927,1400,1803.8265
9619,7,2,1,3,1561.76,92,6090.864,1925,3396.828
9620,1,3,6,9,2079.0,85,8108.1,1770,2835.0
9621,1,3,5,3,2079.0,87,8108.1,1770,1949.0625
9622,1,3,2,6,2079.0,76,8108.1,1770,2260.9125
9623,2,1,5,3,1717.93,82,6699.927,1400,2093.727188
9624,4,6,6,6,623.48,90,2431.572,1950,572.1345882
9625,5,7,5,12,1363.71,81,5318.469,1850,1593.946753
9626,7,2,2,5,1561.76,75,6090.864,1925,2007.977143
9627,7,2,4,5,1561.76,83,6090.864,1925,2156.71619
9628,1,3,7,4,2079.0,93,8108.1,1770,4206.348837
9629,4,6,6,9,623.48,86,2431.572,1950,630.7297674
9630,1,3,5,6,2079.0,83,8108.1,1770,2635.352113
9631,2,1,1,3,1717.93,94,6699.927,1400,2886.1224
9632,2,1,5,1,1717.93,88,6699.927,1400,2186.456364
9633,7,2,5,9,1561.76,78,6090.864,1925,1421.377079
9634,2,1,4,3,1717.93,80,6699.927,1400,1982.226923
9635,1,3,4,3,2079.0,83,8108.1,1770,1813.081395
9636,7,2,7,5,1561.76,94,6090.864,1925,2832.96
9637,1,3,2,6,2079.0,76,8108.1,1770,1958.127907
9638,7,2,1,4,1561.76,90,6090.864,1925,2830.69
9639,5,7,2,6,1363.71,86,5318.469,1850,1297.187561
9640,1,3,6,9,2079.0,77,8108.1,1770,2004.75
9641,5,7,6,6,1363.71,85,5318.469,1850,1175.612069
9642,1,3,7,5,2079.0,90,8108.1,1770,3248.4375
9643,2,1,1,4,1717.93,91,6699.927,1400,3179.998085
9644,4,6,4,3,623.48,78,2431.572,1950,697.9253731
9645,4,6,4,3,623.48,79,2431.572,1950,821.86
9646,7,2,4,6,1561.76,87,6090.864,1925,1524.127229
9647,1,3,5,6,2079.0,89,8108.1,1770,2711.73913
9648,7,2,4,5,1561.76,82,6090.864,1925,1522.716
9649,1,3,4,3,2079.0,84,8108.1,1770,2398.846154
9650,1,3,5,6,2079.0,77,8108.1,1770,2227.5
9651,4,6,1,3,623.48,96,2431.572,1950,1169.025
9652,1,3,6,12,2079.0,89,8108.1,1770,2513.41791
9653,7,2,3,5,1561.76,81,6090.864,1925,1825.433766
9654,1,3,4,5,2079.0,76,8108.1,1770,2150.689655
9655,1,3,4,3,2079.0,78,8108.1,1770,1935.62069
9656,2,1,3,5,1717.93,77,6699.927,1400,2264.544091
9657,2,1,5,1,1717.93,75,6699.927,1400,2093.727188
9658,7,2,6,9,1561.76,78,6090.864,1925,1561.76
9659,1,3,5,3,2079.0,89,8108.1,1770,1901.52439
9660,7,2,5,12,1561.76,85,6090.864,1925,1601.298228
9661,7,2,3,5,1561.76,84,6090.864,1925,1521.194805
9662,4,6,5,6,623.48,88,2431.572,1950,805.728
9663,1,3,4,3,2079.0,88,8108.1,1770,2328.48
9664,7,2,6,9,1561.76,89,6090.864,1925,2129.672727
9665,1,3,5,12,2079.0,76,8108.1,1770,2079.0
9666,7,2,6,12,1561.76,84,6090.864,1925,1464.15
9667,1,3,1,3,2079.0,92,8108.1,1770,3603.6
9668,2,1,2,6,1717.93,87,6699.927,1400,1654.302963
9669,7,2,6,12,1561.76,88,6090.864,1925,1646.179459
9670,7,2,5,9,1561.76,85,6090.864,1925,1946.193231
9671,5,7,3,5,1363.71,83,5318.469,1850,1232.268072
9672,1,3,5,3,2079.0,86,8108.1,1770,2425.5
9673,1,3,3,5,2079.0,88,8108.1,1770,2716.112903
9674,1,3,7,5,2079.0,90,8108.1,1770,3848.361702
9675,1,3,2,6,2079.0,77,8108.1,1770,2494.8
9676,2,1,3,9,1717.93,84,6699.927,1400,1595.220714
9677,7,2,1,3,1561.76,94,6090.864,1925,2811.168
9678,1,3,7,6,2079.0,94,8108.1,1770,3309.428571
9679,1,3,2,5,2079.0,79,8108.1,1770,1913.625
9680,1,3,7,6,2079.0,99,8108.1,1770,3898.125
9681,7,2,6,5,1561.76,82,6090.864,1925,1920.196721
9682,5,7,1,1,1363.71,90,5318.469,1850,2170.803673
9683,2,1,3,12,1717.93,82,6699.927,1400,1717.93
9684,2,1,6,9,1717.93,78,6699.927,1400,1908.811111
9685,2,1,7,6,1717.93,100,6699.927,1400,3236.100698
9686,7,2,2,5,1561.76,89,6090.864,1925,2097.886567
9687,2,1,6,6,1717.93,76,6699.927,1400,1868.248875
9688,7,2,6,9,1561.76,79,6090.864,1925,2191.501935
9689,2,1,3,9,1717.93,85,6699.927,1400,2327.518065
9690,7,2,5,6,1561.76,89,6090.864,1925,1581.282
9691,1,3,3,6,2079.0,80,8108.1,1770,2699.597015
9692,7,2,1,3,1561.76,97,6090.864,1925,3159.84
9693,1,3,4,3,2079.0,89,8108.1,1770,2606.507463
9694,2,1,7,6,1717.93,96,6699.927,1400,3142.554878
9695,1,3,3,6,2079.0,84,8108.1,1770,2461.973684
9696,1,3,6,12,2079.0,79,8108.1,1770,2494.8
9697,2,1,2,5,1717.93,81,6699.927,1400,1957.135443
9698,1,3,7,5,2079.0,91,8108.1,1770,4563.658537
9699,7,2,5,9,1561.76,83,6090.864,1925,2227.428197
9700,4,6,2,5,623.48,81,2431.572,1950,847.543125
9701,1,3,5,6,2079.0,77,8108.1,1770,2283.971831
9702,1,3,5,9,2079.0,81,8108.1,1770,2621.347826
9703,1,3,1,3,2079.0,91,8108.1,1770,4009.5
9704,1,3,2,5,2079.0,84,8108.1,1770,2126.25
9705,7,2,7,5,1561.76,97,6090.864,1925,2724.0
9706,1,3,1,1,2079.0,98,8108.1,1770,3818.571429
9707,1,3,2,5,2079.0,81,8108.1,1770,2440.565217
9708,2,1,1,1,1717.93,97,6699.927,1400,3681.278571
9709,7,2,5,9,1561.76,87,6090.864,1925,1416.48
9710,7,2,5,12,1561.76,77,6090.864,1925,1979.695775
9711,5,7,3,9,1363.71,85,5318.469,1850,1753.341429
9712,7,2,4,6,1561.76,83,6090.864,1925,1433.144471
9713,2,1,6,3,1717.93,88,6699.927,1400,1590.675926
9714,1,3,2,6,2079.0,88,8108.1,1770,2079.0
9715,1,3,2,6,2079.0,88,8108.1,1770,2297.842105
9716,1,3,6,9,2079.0,89,8108.1,1770,2205.768293
9717,1,3,7,5,2079.0,91,8108.1,1770,4061.302326
9718,2,1,3,12,1717.93,75,6699.927,1400,1982.226923
9719,1,3,5,3,2079.0,76,8108.1,1770,1871.1
9720,1,3,4,5,2079.0,76,8108.1,1770,2420.328358
9721,7,2,6,9,1561.76,82,6090.864,1925,1416.48
9722,1,3,4,5,2079.0,82,8108.1,1770,2751.617647
9723,1,3,5,9,2079.0,84,8108.1,1770,2477.712329
9724,2,1,3,5,1717.93,75,6699.927,1400,2534.65082
9725,1,3,2,5,2079.0,86,8108.1,1770,2574.0
9726,1,3,5,6,2079.0,85,8108.1,1770,2772.0
9727,2,1,3,12,1717.93,85,6699.927,1400,2208.767143
9728,2,1,5,6,1717.93,86,6699.927,1400,1835.596438
9729,1,3,4,9,2079.0,85,8108.1,1770,2316.6
9730,1,3,3,5,2079.0,84,8108.1,1770,2528.513514
9731,1,3,5,6,2079.0,77,8108.1,1770,2673.0
9732,1,3,2,6,2079.0,88,8108.1,1770,2349.0
9733,7,2,6,1,1561.76,82,6090.864,1925,2231.085714
9734,7,2,3,5,1561.76,83,6090.864,1925,1916.705455
9735,1,3,2,6,2079.0,87,8108.1,1770,2816.709677
9736,1,3,6,12,2079.0,81,8108.1,1770,2318.884615
9737,1,3,2,4,2079.0,87,8108.1,1770,2187.0
9738,1,3,1,1,2079.0,99,8108.1,1770,4061.302326
9739,2,1,3,12,1717.93,76,6699.927,1400,2061.516
9740,7,2,7,1,1561.76,100,6090.864,1925,2436.3456
9741,1,3,5,9,2079.0,76,8108.1,1770,2461.973684
9742,1,3,2,5,2079.0,83,8108.1,1770,2293.014706
9743,7,2,6,1,1561.76,79,6090.864,1925,1649.746479
9744,1,3,2,6,2079.0,90,8108.1,1770,2398.846154
9745,1,3,5,9,2079.0,79,8108.1,1770,2153.25
9746,2,1,5,1,1717.93,86,6699.927,1400,1941.037792
9747,7,2,5,9,1561.76,89,6090.864,1925,1421.377079
9748,2,1,6,9,1717.93,78,6699.927,1400,1717.93
9749,1,3,4,3,2079.0,77,8108.1,1770,2398.846154
9750,1,3,5,3,2079.0,78,8108.1,1770,3017.903226
9751,2,1,5,12,1717.93,79,6699.927,1400,2220.094154
9752,1,3,3,6,2079.0,83,8108.1,1770,2568.176471
9753,7,2,6,9,1561.76,86,6090.864,1925,2097.886567
9754,2,1,1,1,1717.93,95,6699.927,1400,3092.274
9755,7,2,1,3,1561.76,100,6090.864,1925,2772.920816
9756,2,1,3,12,1717.93,81,6699.927,1400,2493.769355
9757,2,1,3,12,1717.93,83,6699.927,1400,1522.710682
9758,2,1,3,9,1717.93,83,6699.927,1400,1777.168966
9759,1,3,5,6,2079.0,79,8108.1,1770,2760.639344
9760,2,1,2,4,1717.93,90,6699.927,1400,2135.141571
9761,7,2,5,6,1561.76,89,6090.864,1925,1561.76
9762,5,7,6,9,1363.71,88,5318.469,1850,1948.157143
9763,7,2,2,3,1561.76,81,6090.864,1925,1859.238095
9764,1,3,2,5,2079.0,90,8108.1,1770,2104.048193
9765,7,2,5,9,1561.76,75,6090.864,1925,2267.070968
9766,1,3,2,6,2079.0,76,8108.1,1770,1813.081395
9767,1,3,3,9,2079.0,77,8108.1,1770,2425.5
9768,1,3,1,1,2079.0,90,8108.1,1770,3582.957447
9769,1,3,2,5,2079.0,87,8108.1,1770,2368.481013
9770,4,6,5,6,623.48,77,2431.572,1950,563.3855422
9771,2,1,6,3,1717.93,84,6699.927,1400,2365.674098
9772,1,3,3,5,2079.0,80,8108.1,1770,2104.9875
9773,7,2,5,6,1561.76,88,6090.864,1925,1677.445926
9774,7,2,4,6,1561.76,89,6090.864,1925,1378.023529
9775,2,1,6,3,1717.93,78,6699.927,1400,1976.796164
9776,5,7,4,3,1363.71,81,5318.469,1850,1719.460435
9777,7,2,7,1,1561.76,94,6090.864,1925,3162.564
9778,1,3,3,9,2079.0,87,8108.1,1770,3067.377049
9779,1,3,4,3,2079.0,77,8108.1,1770,2327.238806
9780,1,3,4,3,2079.0,81,8108.1,1770,1863.931034
9781,7,2,7,1,1561.76,93,6090.864,1925,2623.7568
9782,7,2,6,9,1561.76,90,6090.864,1925,1697.565217
9783,1,3,7,4,2079.0,95,8108.1,1770,3378.375
9784,2,1,1,3,1717.93,100,6699.927,1400,2800.972826
9785,1,3,1,1,2079.0,93,8108.1,1770,3367.98
9786,1,3,2,5,2079.0,83,8108.1,1770,2420.328358
9787,7,2,6,1,1561.76,79,6090.864,1925,1916.705455
9788,1,3,6,12,2079.0,81,8108.1,1770,2328.48
9789,7,2,5,6,1561.76,89,6090.864,1925,1818.168358
9790,2,1,3,9,1717.93,89,6699.927,1400,1959.891972
9791,1,3,6,12,2079.0,75,8108.1,1770,2635.352113
9792,1,3,4,5,2079.0,77,8108.1,1770,2398.846154
9793,2,1,6,5,1717.93,81,6699.927,1400,1992.7988
9794,2,1,2,6,1717.93,76,6699.927,1400,1634.128537
9795,1,3,1,1,2079.0,92,8108.1,1770,4351.395349
9796,7,2,6,5,1561.76,81,6090.864,1925,1457.642667
9797,1,3,5,6,2079.0,85,8108.1,1770,2032.280899
9798,1,3,5,6,2079.0,78,8108.1,1770,2205.768293
9799,5,7,4,6,1363.71,86,5318.469,1850,1578.007286
9800,7,2,5,6,1561.76,88,6090.864,1925,2150.620328
9801,1,3,5,6,2079.0,79,8108.1,1770,2835.0
9802,1,3,5,6,2079.0,78,8108.1,1770,2751.617647
9803,4,6,6,12,623.48,75,2431.572,1950,719.4
9804,2,1,2,3,1717.93,78,6699.927,1400,1781.557037
9805,1,3,4,3,2079.0,84,8108.1,1770,2196.126761
9806,7,2,5,9,1561.76,75,6090.864,1925,1976.6025
9807,7,2,5,9,1561.76,75,6090.864,1925,1849.452632
9808,1,3,2,6,2079.0,79,8108.1,1770,1792.241379
9809,1,3,2,6,2079.0,83,8108.1,1770,2917.306452
9810,1,3,7,5,2079.0,95,8108.1,1770,3955.170732
9811,1,3,4,3,2079.0,84,8108.1,1770,2191.378378
9812,7,2,6,5,1561.76,87,6090.864,1925,2156.71619
9813,7,2,3,5,1561.76,75,6090.864,1925,1979.695775
9814,1,3,1,1,2079.0,98,8108.1,1770,3465.0
9815,7,2,5,9,1561.76,76,6090.864,1925,1394.428571
9816,1,3,7,6,2079.0,98,8108.1,1770,3508.3125
9817,1,3,6,9,2079.0,78,8108.1,1770,2494.8
9818,2,1,6,9,1717.93,79,6699.927,1400,2450.162459
9819,1,3,4,3,2079.0,75,8108.1,1770,2494.8
9820,7,2,7,1,1561.76,93,6090.864,1925,2342.64
9821,1,3,3,9,2079.0,77,8108.1,1770,2371.816901
9822,1,3,5,9,2079.0,81,8108.1,1770,2760.639344
9823,7,2,5,9,1561.76,77,6090.864,1925,1673.314286
9824,2,1,3,6,1717.93,83,6699.927,1400,1656.575357
9825,7,2,2,5,1561.76,88,6090.864,1925,1791.430588
9826,2,1,1,3,1717.93,90,6699.927,1400,3478.80825
9827,1,3,4,5,2079.0,81,8108.1,1770,2002.0
9828,1,3,4,3,2079.0,87,8108.1,1770,2606.507463
9829,2,1,4,4,1717.93,89,6699.927,1400,1696.979634
9830,1,3,2,4,2079.0,86,8108.1,1770,1949.0625
9831,2,1,4,6,1717.93,84,6699.927,1400,1637.086235
9832,1,3,2,6,2079.0,87,8108.1,1770,2030.651163
9833,7,2,1,3,1561.76,91,6090.864,1925,2928.3
9834,4,6,2,6,623.48,82,2431.572,1950,588.4530337
9835,1,3,6,9,2079.0,87,8108.1,1770,2494.8
9836,7,2,6,1,1561.76,76,6090.864,1925,1482.683544
9837,7,2,4,5,1561.76,87,6090.864,1925,1660.60557
9838,7,2,7,4,1561.76,90,6090.864,1925,2791.230638
9839,7,2,5,6,1561.76,84,6090.864,1925,1582.042597
9840,7,2,4,5,1561.76,88,6090.864,1925,1615.613793
9841,7,2,6,12,1561.76,76,6090.864,1925,1362.0
9842,7,2,5,6,1561.76,82,6090.864,1925,2097.886567
9843,7,2,1,3,1561.76,97,6090.864,1925,2811.168
9844,2,1,1,3,1717.93,94,6699.927,1400,3478.80825
9845,1,3,7,5,2079.0,100,8108.1,1770,3742.2
9846,1,3,1,3,2079.0,93,8108.1,1770,3685.5
9847,5,7,4,5,1363.71,78,5318.469,1850,1434.552078
9848,2,1,5,1,1717.93,88,6699.927,1400,1970.566765
9849,1,3,5,6,2079.0,90,8108.1,1770,2150.689655
9850,2,1,3,9,1717.93,90,6699.927,1400,1697.719059
9851,2,1,6,1,1717.93,76,6699.927,1400,1826.659747
9852,4,6,3,12,623.48,86,2431.572,1950,587.2311628
9853,2,1,3,6,1717.93,75,6699.927,1400,2091.393043
9854,1,3,2,5,2079.0,80,8108.1,1770,2430.0
9855,2,1,2,5,1717.93,84,6699.927,1400,2117.99589
9856,1,3,2,6,2079.0,89,8108.1,1770,2129.707317
9857,1,3,7,5,2079.0,93,8108.1,1770,4411.536585
9858,7,2,4,5,1561.76,78,6090.864,1925,1765.467826
9859,2,1,3,12,1717.93,90,6699.927,1400,2196.697377
9860,2,1,5,4,1717.93,79,6699.927,1400,2135.141571
9861,5,7,1,3,1363.71,99,5318.469,1850,2312.377826
9862,7,2,6,1,1561.76,86,6090.864,1925,2037.078261
9863,1,3,2,3,2079.0,90,8108.1,1770,1930.5
9864,5,7,5,12,1363.71,87,5318.469,1850,1624.419265
9865,7,2,3,5,1561.76,84,6090.864,1925,1526.66427
9866,7,2,1,3,1561.76,98,6090.864,1925,2677.302857
9867,7,2,6,5,1561.76,89,6090.864,1925,1741.963077
9868,1,3,2,5,2079.0,87,8108.1,1770,2686.707692
9869,1,3,4,3,2079.0,78,8108.1,1770,2079.0
9870,7,2,6,12,1561.76,85,6090.864,1925,1952.2
9871,7,2,2,6,1561.76,88,6090.864,1925,2067.035294
9872,1,3,5,3,2079.0,90,8108.1,1770,2079.0
9873,1,3,6,12,2079.0,87,8108.1,1770,1913.625
9874,2,1,3,12,1717.93,86,6699.927,1400,1999.978209
9875,1,3,7,6,2079.0,100,8108.1,1770,4054.05
9876,7,2,5,9,1561.76,90,6090.864,1925,1845.716364
9877,2,1,2,6,1717.93,76,6699.927,1400,2197.939853
9878,1,3,5,6,2079.0,75,8108.1,1770,2631.234375
9879,1,3,1,1,2079.0,97,8108.1,1770,3969.0
9880,2,1,4,9,1717.93,82,6699.927,1400,2030.280909
9881,1,3,4,9,2079.0,81,8108.1,1770,1878.614458
9882,2,1,2,6,1717.93,82,6699.927,1400,1855.3644
9883,2,1,5,9,1717.93,84,6699.927,1400,1558.122558
9884,1,3,7,6,2079.0,100,8108.1,1770,4158.0
9885,7,2,6,5,1561.76,85,6090.864,1925,1656.989268
9886,1,3,1,1,2079.0,95,8108.1,1770,3685.5
9887,1,3,4,3,2079.0,87,8108.1,1770,2598.75
